POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
3,,Reïna-Flor OKORI,FRAFRA,12.98 q,0.175,100 m H,Heats,F,2008
4,,Christina VUKICEVIC,NORNOR,13.05,0.155,100 m H,Heats,F,2008
5,,Tatyana DEKTYAREVA,RUSRUS,13.05,0.209,100 m H,Heats,F,2008
6,,Natalya IVONINSKAYA,KAZKAZ,13.2,0.166,100 m H,Heats,F,2008
7,,Olutoyin AUGUSTUS,NGRNGR,13.34,0.17,100 m H,Heats,F,2008
8,,Jeimy BERNÁRDEZ,HONHON,14.29,0.207,100 m H,Heats,F,2008
1,,Brigitte FOSTER-HYLTON,JAMJAM,12.69 Q,0.177,100 m H,Heats,F,2008
2,,Dawn HARPER NELSON,USAUSA,12.73 Q,0.199,100 m H,Heats,F,2008
3,,Anastassiya PILIPENKO,KAZKAZ,12.99,0.171,100 m H,Heats,F,2008
4,,Aleesha BARBER,TTOTTO,13.01,0.175,100 m H,Heats,F,2008
5,,Yevgeniya SNIHUR,UKRUKR,13.06,0.15,100 m H,Heats,F,2008
6,,Nadine FAUSTIN-PARKER,HAIHAI,13.25,0.16,100 m H,Heats,F,2008
7,,Dedeh ERAWATI,INAINA,13.49,0.176,100 m H,Heats,F,2008
,,Fatmata FOFANAH,GUIGUI,DNF,0.16,100 m H,Heats,F,2008
1,,LoLo JONES,USAUSA,12.43 Q,0.172,100 m H,Semi,F,2008
2,,Delloreen ENNIS-LONDON,JAMJAM,12.67 Q,0.145,100 m H,Semi,F,2008
3,,Priscilla LOPES-SCHLIEP,CANCAN,12.68 Q,0.159,100 m H,Semi,F,2008
4,,Sally PEARSON,AUSAUS,12.70 Q,0.14,100 m H,Semi,F,2008
5,,Aurelia TRYWIANSKA-KOLLASCH,POLPOL,12.96,0.118,100 m H,Semi,F,2008
6,,Carolin DIETRICH,GERGER,12.99,0.144,100 m H,Semi,F,2008
7,,Nevin YANIT,TURTUR,13.28,0.201,100 m H,Semi,F,2008
,,Josephine ONYIA,ESPESP,DQ,0.203,100 m H,Semi,F,2008
1,,Damu CHERRY,USAUSA,12.62 Q,0.189,100 m H,Semi,F,2008
2,,Dawn HARPER NELSON,USAUSA,12.66 Q,0.191,100 m H,Semi,F,2008
3,,Brigitte FOSTER-HYLTON,JAMJAM,12.76 Q,0.162,100 m H,Semi,F,2008
4,,Sarah CLAXTON,GBRGBR,12.84 Q,0.145,100 m H,Semi,F,2008
5,,Vonette DIXON,JAMJAM,12.86,0.237,100 m H,Semi,F,2008
6,,Reïna-Flor OKORI,FRAFRA,13.05,0.153,100 m H,Semi,F,2008
,,Susanna KALLUR,SWESWE,DNF,0.198,100 m H,Semi,F,2008
,,Anay TEJEDA,CUBCUB,DNF,0.156,100 m H,Semi,F,2008
1,,Dawn HARPER NELSON,USAUSA,12.54,0.193,100 m H,Final,F,2008
2,,Sally PEARSON,AUSAUS,12.64,0.138,100 m H,Final,F,2008
3,,Priscilla LOPES-SCHLIEP,CANCAN,12.64,0.174,100 m H,Final,F,2008
4,,Damu CHERRY,USAUSA,12.65,0.239,100 m H,Final,F,2008
5,,Delloreen ENNIS-LONDON,JAMJAM,12.65,0.151,100 m H,Final,F,2008
6,,Brigitte FOSTER-HYLTON,JAMJAM,12.66,0.167,100 m H,Final,F,2008
7,,LoLo JONES,USAUSA,12.72,0.185,100 m H,Final,F,2008
8,,Sarah CLAXTON,GBRGBR,12.94,0.163,100 m H,Final,F,2008
1,,Dayron ROBLES,CUBCUB,13.39 Q,0.18,110 m H,Heats,M,2008
2,,Andrew TURNER,GBRGBR,13.56 Q,0.151,110 m H,Heats,M,2008
3,,Wei JI,CHNCHN,13.57 Q,0.186,110 m H,Heats,M,2008
4,,Richard PHILLIPS,JAMJAM,13.60 Q,0.16,110 m H,Heats,M,2008
5,,Evgeniy BORISOV,RUSRUS,13.9,0.187,110 m H,Heats,M,2008
6,,Oleg NORMATOV,UZBUZB,14,0.177,110 m H,Heats,M,2008
7,,Jurica GRABUŠIC,CROCRO,14.18,0.207,110 m H,Heats,M,2008
1,,David OLIVER,USAUSA,13.30 Q,0.167,110 m H,Heats,M,2008
2,,Jackson QUIÑÓNEZ,ESPESP,13.41 Q,0.179,110 m H,Heats,M,2008
3,,Shamar SANDS,BAHBAH,13.45 Q,0.167,110 m H,Heats,M,2008
4,,Gregory SEDOC,NEDNED,13.50 Q,0.155,110 m H,Heats,M,2008
5,,Jung-joon LEE,KORKOR,13.65 q,0.128,110 m H,Heats,M,2008
6,,Mikel THOMAS,TTOTTO,13.69 q,0.159,110 m H,Heats,M,2008
7,,Damjan ZLATNAR,SLOSLO,13.84 q,0.124,110 m H,Heats,M,2008
1,,Paulo VILLAR,COLCOL,13.37 Q,0.144,110 m H,Heats,M,2008
2,,Ryan BRATHWAITE,BARBAR,13.38 Q,0.156,110 m H,Heats,M,2008
3,,Petr SVOBODA,CZECZE,13.43 Q,0.153,110 m H,Heats,M,2008
4,,Dongpeng SHI,CHNCHN,13.53 Q,0.203,110 m H,Heats,M,2008
5,,Ronald FORBES,CAYCAY,13.59 q,0.17,110 m H,Heats,M,2008
6,,Héctor COTTO,PURPUR,13.72 q,0.14,110 m H,Heats,M,2008
7,,Dudley DORIVAL,HAIHAI,13.78 q,0.165,110 m H,Heats,M,2008
8,,Abdul RASHID,PAKPAK,14.52,0.172,110 m H,Heats,M,2008
1,,David PAYNE,USAUSA,13.42 Q,0.152,110 m H,Heats,M,2008
2,,Ladji DOUCOURÉ,FRAFRA,13.52 Q,0.155,110 m H,Heats,M,2008
3,,Selim NURUDEEN,NGRNGR,13.58 Q,0.174,110 m H,Heats,M,2008
4,,Maurice WIGNALL,JAMJAM,13.61 Q,0.174,110 m H,Heats,M,2008
5,,Maksim LYNSHA,BLRBLR,13.86,0.196,110 m H,Heats,M,2008
6,,Stanislav SAJDOK,CZECZE,13.89,0.163,110 m H,Heats,M,2008
7,,Masato NAITO,JPNJPN,13.96,0.168,110 m H,Heats,M,2008
1,,Artur NOGA,POLPOL,13.53 Q,0.175,110 m H,Heats,M,2008
2,,Igor PEREMOTA,RUSRUS,13.59 Q,0.142,110 m H,Heats,M,2008
3,,Dániel KISS,HUNHUN,13.61 Q,0.153,110 m H,Heats,M,2008
4,,Anselmo DA SILVA,BRABRA,13.81 Q,0.137,110 m H,Heats,M,2008
5,,Joseph-Berlioz RANDRIAMIHAJA,MADMAD,13.91,0.174,110 m H,Heats,M,2008
,,Terrence TRAMMELL,USAUSA,DNF,0.242,110 m H,Heats,M,2008
,,Stanislavs OLIJARS,LATLAT,DNS,,110 m H,Heats,M,2008
1,,Konstadínos DOUVALÍDIS,GREGRE,13.49 Q,0.149,110 m H,Heats,M,2008
2,,Marcel VAN DER WESTEN,NEDNED,13.54 Q,0.162,110 m H,Heats,M,2008
3,,Allan SCOTT,GBRGBR,13.56 Q,0.146,110 m H,Heats,M,2008
4,,Samuel COCO-VILOIN,FRAFRA,13.60 Q,0.176,110 m H,Heats,M,2008
5,,Mohamed Issa AL-THAWADI,QATQAT,13.64 q,0.127,110 m H,Heats,M,2008
6,,David ILARIANI,GEOGEO,13.75 q,0.155,110 m H,Heats,M,2008
,,Xiang LIU,CHNCHN,DNF,,110 m H,Heats,M,2008
1,,David PAYNE,USAUSA,13.24 Q,0.158,110 m H,Quarter,M,2008
2,,Petr SVOBODA,CZECZE,13.41 Q,0.175,110 m H,Quarter,M,2008
3,,Dongpeng SHI,CHNCHN,13.42 Q,0.148,110 m H,Quarter,M,2008
4,,Konstadínos DOUVALÍDIS,GREGRE,13.46 q,0.159,110 m H,Quarter,M,2008
5,,Richard PHILLIPS,JAMJAM,13.48 q,0.136,110 m H,Quarter,M,2008
6,,Mikel THOMAS,TTOTTO,13.62,0.156,110 m H,Quarter,M,2008
7,,Igor PEREMOTA,RUSRUS,13.7,0.143,110 m H,Quarter,M,2008
8,,Héctor COTTO,PURPUR,13.73,0.152,110 m H,Quarter,M,2008
1,,Dayron ROBLES,CUBCUB,13.19 Q,0.167,110 m H,Quarter,M,2008
2,,Artur NOGA,POLPOL,13.36 Q,0.161,110 m H,Quarter,M,2008
3,,Gregory SEDOC,NEDNED,13.43 Q,0.153,110 m H,Quarter,M,2008
4,,Samuel COCO-VILOIN,FRAFRA,13.51 q,0.188,110 m H,Quarter,M,2008
5,,Andrew TURNER,GBRGBR,13.53,0.147,110 m H,Quarter,M,2008
6,,Jung-joon LEE,KORKOR,13.55,0.138,110 m H,Quarter,M,2008
7,,Shamar SANDS,BAHBAH,13.55,0.227,110 m H,Quarter,M,2008
8,,David ILARIANI,GEOGEO,13.74,0.149,110 m H,Quarter,M,2008
1,,Maurice WIGNALL,JAMJAM,13.36 Q,0.173,110 m H,Quarter,M,2008
2,,Ryan BRATHWAITE,BARBAR,13.44 Q,0.162,110 m H,Quarter,M,2008
3,,Paulo VILLAR,COLCOL,13.46 Q,0.153,110 m H,Quarter,M,2008
4,,Marcel VAN DER WESTEN,NEDNED,13.48 q,0.149,110 m H,Quarter,M,2008
5,,Dániel KISS,HUNHUN,13.63,0.159,110 m H,Quarter,M,2008
6,,Allan SCOTT,GBRGBR,13.66,0.121,110 m H,Quarter,M,2008
7,,Dudley DORIVAL,HAIHAI,13.71,0.142,110 m H,Quarter,M,2008
,,Mohamed Issa AL-THAWADI,QATQAT,DQ,,110 m H,Quarter,M,2008
1,,David OLIVER,USAUSA,13.16 Q,0.156,110 m H,Quarter,M,2008
2,,Ladji DOUCOURÉ,FRAFRA,13.39 Q,0.19,110 m H,Quarter,M,2008
3,,Jackson QUIÑÓNEZ,ESPESP,13.47 Q,0.167,110 m H,Quarter,M,2008
4,,Selim NURUDEEN,NGRNGR,13.66,0.194,110 m H,Quarter,M,2008
5,,Ronald FORBES,CAYCAY,13.72,0.175,110 m H,Quarter,M,2008
6,,Wei JI,CHNCHN,13.8,0.173,110 m H,Quarter,M,2008
7,,Anselmo DA SILVA,BRABRA,13.84,0.154,110 m H,Quarter,M,2008
,,Damjan ZLATNAR,SLOSLO,DNS,,110 m H,Quarter,M,2008
1,,Dayron ROBLES,CUBCUB,13.12 Q,0.221,110 m H,Semi,M,2008
2,,David PAYNE,USAUSA,13.21 Q,0.177,110 m H,Semi,M,2008
3,,Ladji DOUCOURÉ,FRAFRA,13.22 Q,0.183,110 m H,Semi,M,2008
4,,Richard PHILLIPS,JAMJAM,13.43 Q,0.153,110 m H,Semi,M,2008
5,,Konstadínos DOUVALÍDIS,GREGRE,13.55,0.157,110 m H,Semi,M,2008
6,,Gregory SEDOC,NEDNED,13.6,0.162,110 m H,Semi,M,2008
7,,Petr SVOBODA,CZECZE,13.6,0.182,110 m H,Semi,M,2008
8,,Paulo VILLAR,COLCOL,13.85,0.153,110 m H,Semi,M,2008
1,,David OLIVER,USAUSA,13.31 Q,0.169,110 m H,Semi,M,2008
2,,Artur NOGA,POLPOL,13.34 Q,0.181,110 m H,Semi,M,2008
3,,Jackson QUIÑÓNEZ,ESPESP,13.40 Q,0.173,110 m H,Semi,M,2008
4,,Maurice WIGNALL,JAMJAM,13.40 Q,0.141,110 m H,Semi,M,2008
5,,Dongpeng SHI,CHNCHN,13.42,0.141,110 m H,Semi,M,2008
6,,Marcel VAN DER WESTEN,NEDNED,13.45,0.124,110 m H,Semi,M,2008
7,,Ryan BRATHWAITE,BARBAR,13.59,0.147,110 m H,Semi,M,2008
8,,Samuel COCO-VILOIN,FRAFRA,13.65,0.187,110 m H,Semi,M,2008
1,,Dayron ROBLES,CUBCUB,12.93,0.183,110 m H,Final,M,2008
2,,David PAYNE,USAUSA,13.17,0.175,110 m H,Final,M,2008
3,,David OLIVER,USAUSA,13.18,0.158,110 m H,Final,M,2008
4,,Ladji DOUCOURÉ,FRAFRA,13.24,0.17,110 m H,Final,M,2008
5,,Artur NOGA,POLPOL,13.36,0.169,110 m H,Final,M,2008
6,,Maurice WIGNALL,JAMJAM,13.46,0.163,110 m H,Final,M,2008
7,,Richard PHILLIPS,JAMJAM,13.6,0.154,110 m H,Final,M,2008
8,,Jackson QUIÑÓNEZ,ESPESP,13.69,0.187,110 m H,Final,M,2008
1,1445,Feta AHAMADA,COMCOM,11.81 Q,0.183,100 m,Preliminary,F,2012
2,2116,Danah HUSSEIN,IRQIRQ,11.91 Q,0.214,100 m,Preliminary,F,2012
3,3029,Bamab NAPO,TOGTOG,12.24 q,0.176,100 m,Preliminary,F,2012
4,3366,Chauzje CHOOSHA,ZAMZAM,12.29,0.184,100 m,Preliminary,F,2012
5,2494,Afa ISMAIL,MDVMDV,12.52,0.223,100 m,Preliminary,F,2012
6,2217,Rima TAHA,JORJOR,12.66,0.15,100 m,Preliminary,F,2012
7,2021,Aissata TOURÉ,GUIGUI,13.25,0.198,100 m,Preliminary,F,2012
8,2349,Kaingaue DAVID,KIRKIR,13.61,0.169,100 m,Preliminary,F,2012
1,1406,Delphine ATANGANA,CMRCMR,11.71 Q,0.168,100 m,Preliminary,F,2012
2,1156,Kaina MARTINEZ,BIZBIZ,11.81 Q,0.157,100 m,Preliminary,F,2012
3,2524,Diane BORG,MLTMLT,12.00 q,0.164,100 m,Preliminary,F,2012
4,2620,Shinoona Salah AL-HABSI,OMAOMA,12.45,0.233,100 m,Preliminary,F,2012
5,1013,Cristina LLOVERA,ANDAND,12.78,0.178,100 m,Preliminary,F,2012
6,2593,Nafissa SOULEYMANE,NIGNIG,12.81,0.21,100 m,Preliminary,F,2012
7,3106,Asenate MANOA,TUVTUV,13.48,0.178,100 m,Preliminary,F,2012
8,3363,Fatima Sulaiman DAHMAN,YEMYEM,13.95,0.185,100 m,Preliminary,F,2012
1,1330,Lorène Dorcas BAZOLO,CGOCGO,11.87 Q,0.177,100 m,Preliminary,F,2012
2,2036,Yee Pui FONG,HKGHKG,12.02 Q,0.156,100 m,Preliminary,F,2012
3,1410,Patricia TAEA,COKCOK,12.47,0.152,100 m,Preliminary,F,2012
4,3025,Maysa REJEPOVA,TKMTKM,12.8,0.196,100 m,Preliminary,F,2012
5,2944,Pauline KWALEA,SOLSOL,12.9,0.201,100 m,Preliminary,F,2012
6,2384,Laenly PHOUTTHAVONG,LAOLAO,13.15,0.251,100 m,Preliminary,F,2012
7,2640,Rubie Joy GABRIEL,PLWPLW,13.34,0.211,100 m,Preliminary,F,2012
,2757,Noor Hussain AL-MALKI,QATQAT,DNF,0.172,100 m,Preliminary,F,2012
1,2642,Toea WISIL,PNGPNG,11.60 Q,0.37,100 m,Preliminary,F,2012
2,1798,Saruba COLLEY,GAMGAM,12.21 Q,0.18,100 m,Preliminary,F,2012
3,2942,Martina PRETELLI,SMRSMR,12.41,0.156,100 m,Preliminary,F,2012
4,1447,Lidiane LOPES,CPVCPV,12.72,0.22,100 m,Preliminary,F,2012
5,2410,Hala GEZAH,LBALBA,13.24,0.211,100 m,Preliminary,F,2012
6,2565,Pramila RIJAL,NEPNEP,13.33,0.267,100 m,Preliminary,F,2012
7,3343,Janice ALATOA,VANVAN,13.6,0.335,100 m,Preliminary,F,2012
8,1794,Mihter WENDOLIN,FSMFSM,13.67,0.275,100 m,Preliminary,F,2012
9,1002,Tahmina KOHISTANI,AFGAFG,14.42,0.211,100 m,Preliminary,F,2012
1,3055,Kelly-Ann BAPTISTE,TTOTTO,10.96 Q,0.132,100 m,Heats,F,2012
2,1791,Myriam SOUMARÉ,FRAFRA,11.07 Q,0.143,100 m,Heats,F,2012
3,1963,Verena SAILER,GERGER,11.12 Q,0.14,100 m,Heats,F,2012
4,2605,Ezinne OKPARAEBO,NORNOR,11.14 q,0.145,100 m,Heats,F,2012
5,1531,Katerina CECHOVÁ,CZECZE,11.43,0.155,100 m,Heats,F,2012
6,1314,Kerri-Ann MITCHELL,CANCAN,11.49,0.162,100 m,Heats,F,2012
7,2167,Tahesia HARRIGAN-SCOTT,IVBIVB,11.59,0.144,100 m,Heats,F,2012
8,2036,Yee Pui FONG,HKGHKG,11.98,0.157,100 m,Heats,F,2012
1,3299,Carmelita JETER,USAUSA,10.83 Q,0.176,100 m,Heats,F,2012
2,2277,Olga SAFRONOVA,KAZKAZ,11.31 Q,0.149,100 m,Heats,F,2012
3,1114,Sheniqua FERGUSON,BAHBAH,11.35 Q,0.166,100 m,Heats,F,2012
4,2846,Olga KHARITONOVA,RUSRUS,11.38,0.184,100 m,Heats,F,2012
5,1868,Anyika ONUORA,GBRGBR,11.41,0.154,100 m,Heats,F,2012
6,2687,Marta JESCHKE,POLPOL,11.42,0.168,100 m,Heats,F,2012
7,1175,Yuliya BALYKINA,BLRBLR,11.7,0.154,100 m,Heats,F,2012
8,2524,Diane BORG,MLTMLT,11.92,0.155,100 m,Heats,F,2012
1,2194,Veronica CAMPBELL-BROWN,JAMJAM,10.94 Q,0.166,100 m,Heats,F,2012
2,1268,Ivet LALOVA-COLLIO,BULBUL,11.06 Q,0.144,100 m,Heats,F,2012
3,2578,Gloria ASUMNU,NGRNGR,11.13 Q,0.163,100 m,Heats,F,2012
4,2433,Lina GRINCIKAITÉ-SAMUOLE,LTULTU,11.19 q,0.134,100 m,Heats,F,2012
5,1869,Abiodun OYEPITAN,GBRGBR,11.22 q,0.153,100 m,Heats,F,2012
6,2412,Phobay KUTU-AKOI,LBRLBR,11.52,0.14,100 m,Heats,F,2012
7,1431,Yomara HINESTROZA,COLCOL,11.56,0.164,100 m,Heats,F,2012
8,1798,Saruba COLLEY,GAMGAM,12.06,0.155,100 m,Heats,F,2012
1,2584,Blessing OKAGBARE,NGRNGR,10.93 Q,0.167,100 m,Heats,F,2012
2,3306,Tianna BARTOLETTA,USAUSA,10.97 Q,0.165,100 m,Heats,F,2012
3,3053,Michelle-Lee AHYE,TTOTTO,11.28 Q,0.169,100 m,Heats,F,2012
4,1958,Tatjana PINTO,GERGER,11.39,0.151,100 m,Heats,F,2012
5,2769,Andreea OGRAZEANU,ROUROU,11.44,0.185,100 m,Heats,F,2012
6,3091,Nimet KARAKUS,TURTUR,11.62,0.141,100 m,Heats,F,2012
7,1445,Feta AHAMADA,COMCOM,11.86,0.175,100 m,Heats,F,2012
8,1330,Lorène Dorcas BAZOLO,CGOCGO,11.9,0.157,100 m,Heats,F,2012
1,3287,Allyson FELIX,USAUSA,11.01 Q,0.183,100 m,Heats,F,2012
2,1247,Rosangela SANTOS,BRABRA,11.07 Q,0.162,100 m,Heats,F,2012
3,1796,Ruddy ZANG MILAMA,GABGAB,11.14 Q,0.164,100 m,Heats,F,2012
4,2642,Toea WISIL,PNGPNG,11.27,0.132,100 m,Heats,F,2012
5,2251,Chisato FUKUSHIMA,JPNJPN,11.41,0.152,100 m,Heats,F,2012
6,1786,Véronique MANG,FRAFRA,11.41,0.13,100 m,Heats,F,2012
7,2126,Allison PETER,ISVISV,11.41,0.213,100 m,Heats,F,2012
8,2116,Danah HUSSEIN,IRQIRQ,11.81,0.185,100 m,Heats,F,2012
1,2197,Shelly-Ann FRASER-PRYCE,JAMJAM,11.00 Q,0.175,100 m,Heats,F,2012
2,3179,Olesya POVKH,UKRUKR,11.18 Q,0.142,100 m,Heats,F,2012
3,3335,Guzel KHUBBIEVA,UZBUZB,11.22,0.14,100 m,Heats,F,2012
4,1115,Debbie FERGUSON-MCKENZIE,BAHBAH,11.32,0.16,100 m,Heats,F,2012
5,1070,Melissa BREEN,AUSAUS,11.34,0.164,100 m,Heats,F,2012
6,1392,Yongli WEI,CHNCHN,11.48,0.17,100 m,Heats,F,2012
7,3029,Bamab NAPO,TOGTOG,12.35,0.185,100 m,Heats,F,2012
,3058,Semoy HACKETT,TTOTTO,DQ,0.169,100 m,Heats,F,2012
1,1402,Murielle AHOURÉ,CIVCIV,10.99 Q,0.148,100 m,Heats,F,2012
2,2125,LaVerne JONES-FERRETTE,ISVISV,11.07 Q,0.17,100 m,Heats,F,2012
3,2207,Kerron STEWART,JAMJAM,11.08 Q,0.16,100 m,Heats,F,2012
4,2586,Oludamola OSAYOMI,NGRNGR,11.36,0.189,100 m,Heats,F,2012
5,3178,Natalia POHREBNIAK,UKRUKR,11.46,0.158,100 m,Heats,F,2012
6,1989,Maria BELIMPASAKI,GREGRE,11.63,0.201,100 m,Heats,F,2012
7,1406,Delphine ATANGANA,CMRCMR,11.82,0.175,100 m,Heats,F,2012
8,1156,Kaina MARTINEZ,BIZBIZ,11.89,0.18,100 m,Heats,F,2012
1,3299,Carmelita JETER,USAUSA,10.83 Q,0.161,100 m,Semi,F,2012
2,2194,Veronica CAMPBELL-BROWN,JAMJAM,10.89 Q,0.139,100 m,Semi,F,2012
3,1247,Rosangela SANTOS,BRABRA,11.17,0.164,100 m,Semi,F,2012
4,2125,LaVerne JONES-FERRETTE,ISVISV,11.22,0.155,100 m,Semi,F,2012
5,3179,Olesya POVKH,UKRUKR,11.3,0.146,100 m,Semi,F,2012
6,1796,Ruddy ZANG MILAMA,GABGAB,11.31,0.151,100 m,Semi,F,2012
7,1869,Abiodun OYEPITAN,GBRGBR,11.36,0.151,100 m,Semi,F,2012
,3058,Semoy HACKETT,TTOTTO,DQ,0.182,100 m,Semi,F,2012
1,2197,Shelly-Ann FRASER-PRYCE,JAMJAM,10.85 Q,0.147,100 m,Semi,F,2012
2,3287,Allyson FELIX,USAUSA,10.94 Q,0.161,100 m,Semi,F,2012
3,3055,Kelly-Ann BAPTISTE,TTOTTO,11.00 q,0.111,100 m,Semi,F,2012
4,2605,Ezinne OKPARAEBO,NORNOR,11.1,0.144,100 m,Semi,F,2012
5,2578,Gloria ASUMNU,NGRNGR,11.21,0.164,100 m,Semi,F,2012
6,1268,Ivet LALOVA-COLLIO,BULBUL,11.31,0.149,100 m,Semi,F,2012
7,1114,Sheniqua FERGUSON,BAHBAH,11.32,0.161,100 m,Semi,F,2012
8,2277,Olga SAFRONOVA,KAZKAZ,11.39,0.153,100 m,Semi,F,2012
1,2584,Blessing OKAGBARE,NGRNGR,10.92 Q,0.142,100 m,Semi,F,2012
2,3306,Tianna BARTOLETTA,USAUSA,10.92 Q,0.15,100 m,Semi,F,2012
3,1402,Murielle AHOURÉ,CIVCIV,11.01 q,0.156,100 m,Semi,F,2012
4,2207,Kerron STEWART,JAMJAM,11.04,0.161,100 m,Semi,F,2012
5,1791,Myriam SOUMARÉ,FRAFRA,11.13,0.157,100 m,Semi,F,2012
6,1963,Verena SAILER,GERGER,11.25,0.141,100 m,Semi,F,2012
7,2433,Lina GRINCIKAITÉ-SAMUOLE,LTULTU,11.3,0.136,100 m,Semi,F,2012
8,3053,Michelle-Lee AHYE,TTOTTO,11.32,0.176,100 m,Semi,F,2012
1,2197,Shelly-Ann FRASER-PRYCE,JAMJAM,10.75,0.153,100 m,Final,F,2012
2,3299,Carmelita JETER,USAUSA,10.78,0.153,100 m,Final,F,2012
3,2194,Veronica CAMPBELL-BROWN,JAMJAM,10.81,0.143,100 m,Final,F,2012
4,3306,Tianna BARTOLETTA,USAUSA,10.85,0.171,100 m,Final,F,2012
5,3287,Allyson FELIX,USAUSA,10.89,0.176,100 m,Final,F,2012
6,3055,Kelly-Ann BAPTISTE,TTOTTO,10.94,0.128,100 m,Final,F,2012
7,1402,Murielle AHOURÉ,CIVCIV,11,0.156,100 m,Final,F,2012
8,2584,Blessing OKAGBARE,NGRNGR,11.01,0.165,100 m,Final,F,2012
1,1209,Artur Bruno ROJAS,BOLBOL,10.62 Q,0.162,100 m,Preliminary,M,2012
2,1329,Devilert Arsene KIMBEMBE,CGOCGO,10.68 Q,0.143,100 m,Preliminary,M,2012
3,1882,Holder DA SILVA,GBSGBS,10.69 q,0.168,100 m,Preliminary,M,2012
4,3018,Joseph Andy LUI,TGATGA,11.17,0.184,100 m,Preliminary,M,2012
5,1124,Mohan KHAN,BANBAN,11.25,0.149,100 m,Preliminary,M,2012
6,2383,Kilakone SIPHONEXAY,LAOLAO,11.3,0.174,100 m,Preliminary,M,2012
7,2964,Christopher LIMA DA COSTA,STPSTP,11.56,0.195,100 m,Preliminary,M,2012
1,2985,Jurgen THEMEN,SURSUR,10.55 Q,0.158,100 m,Preliminary,M,2012
2,2061,Fernando LUMAIN,INAINA,10.80 Q,0.155,100 m,Preliminary,M,2012
3,1795,Wilfried BINGANGOYE,GABGAB,10.89,0.239,100 m,Preliminary,M,2012
4,2621,Liaqat ALI,PAKPAK,10.9,0.169,100 m,Preliminary,M,2012
5,2639,Rodman TELTULL,PLWPLW,11.06,0.171,100 m,Preliminary,M,2012
6,3105,Tavevele NOA,TUVTUV,11.55,0.18,100 m,Preliminary,M,2012
7,2517,Timi GARSTANG,MHLMHL,12.81,0.162,100 m,Preliminary,M,2012
1,1275,Berenger Aymard BOSSE,CAFCAF,10.55 Q,0.162,100 m,Preliminary,M,2012
2,2917,Foo Ee YEO,SGPSGP,10.57 Q,0.159,100 m,Preliminary,M,2012
3,2493,Azneem AHMED,MDVMDV,10.79 q,0.153,100 m,Preliminary,M,2012
4,2166,J'Maal ALEXANDER,IVBIVB,10.92,0.163,100 m,Preliminary,M,2012
5,1793,John HOWARD,FSMFSM,11.05,0.203,100 m,Preliminary,M,2012
6,2943,Chris Meke WALASI,SOLSOL,11.42,0.164,100 m,Preliminary,M,2012
7,1033,Elama FA'ATONU,ASAASA,11.48,0.17,100 m,Preliminary,M,2012
1,1273,Gérard KOBÉANÉ,BURBUR,10.42 Q,0.194,100 m,Preliminary,M,2012
2,2530,Fabrice COIFFIC,MRIMRI,10.62 Q,0.149,100 m,Preliminary,M,2012
3,3360,Courtney WILLIAMS,VINVIN,10.8,0.164,100 m,Preliminary,M,2012
4,2523,Rachid CHOUHAL,MLTMLT,10.83,0.16,100 m,Preliminary,M,2012
5,2564,Tilak Ram THARU,NEPNEP,10.85,0.156,100 m,Preliminary,M,2012
6,1001,Massoud AZIZI,AFGAFG,11.19,0.167,100 m,Preliminary,M,2012
7,2348,Nooa TAKOOA,KIRKIR,11.53,0.155,100 m,Preliminary,M,2012
8,1409,Patrick TUARA,COKCOK,11.72,0.165,100 m,Preliminary,M,2012
1,3051,Richard THOMPSON,TTOTTO,10.14 Q,0.151,100 m,Heats,M,2012
2,3365,Gerald PHIRI,ZAMZAM,10.16 Q,0.147,100 m,Heats,M,2012
3,2598,Jaysuma SAIDY NDURE,NORNOR,10.28,0.166,100 m,Heats,M,2012
4,1636,Ángel David RODRÍGUEZ,ESPESP,10.34,0.168,100 m,Heats,M,2012
5,2985,Jurgen THEMEN,SURSUR,10.53,0.169,100 m,Heats,M,2012
6,1417,Isidro MONTOYA,COLCOL,10.54,0.165,100 m,Heats,M,2012
7,2917,Foo Ee YEO,SGPSGP,10.69,0.144,100 m,Heats,M,2012
,3217,Tyson GAY,USAUSA,DQ,0.147,100 m,Heats,M,2012
1,3216,Justin GATLIN,USAUSA,9.97 Q,0.2,100 m,Heats,M,2012
2,1098,Derrick ATKINS,BAHBAH,10.22 Q,0.179,100 m,Heats,M,2012
3,3049,Rondel SORRILLO,TTOTTO,10.23 Q,0.148,100 m,Heats,M,2012
4,2657,Dariusz KUC,POLPOL,10.24,0.163,100 m,Heats,M,2012
5,1215,Nilson ANDRÈ,BRABRA,10.26,0.172,100 m,Heats,M,2012
6,2220,Masashi ERIGUCHI,JPNJPN,10.3,0.144,100 m,Heats,M,2012
7,2618,Barakat Mubarak AL-HARTHI,OMAOMA,10.41,0.152,100 m,Heats,M,2012
8,2061,Fernando LUMAIN,INAINA,10.9,0.162,100 m,Heats,M,2012
1,3205,Ryan BAILEY,USAUSA,9.88 Q,0.177,100 m,Heats,M,2012
2,1401,Ben Youssef MEITÉ,CIVCIV,10.06 Q,0.174,100 m,Heats,M,2012
3,1303,Justyn WARNER,CANCAN,10.09 Q,0.149,100 m,Heats,M,2012
4,1327,Kemar HYMAN,CAYCAY,10.16 q,0.15,100 m,Heats,M,2012
