POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
4,2629,Andrew RILEY,JAMJAM,13.46,0.15,110 m H,Semi,M,2016
5,2531,Konstadínos DOUVALÍDIS,GREGRE,13.47,0.145,110 m H,Semi,M,2016
6,2354,Yidiel CONTRERAS,ESPESP,13.54,0.142,110 m H,Semi,M,2016
7,2793,Antwon HICKS,NGRNGR,14.26,0.17,110 m H,Semi,M,2016
,2154,Éder Antonio SOUZA,BRABRA,DQ R 168.7,0.137,110 m H,Semi,M,2016
1,2624,Omar MCLEOD,JAMJAM,13.05,0.142,110 m H,Final,M,2016
2,2368,Orlando ORTEGA,ESPESP,13.17,0.127,110 m H,Final,M,2016
3,2413,Dimitri BASCOU,FRAFRA,13.24,0.131,110 m H,Final,M,2016
4,2428,Pascal MARTINOT-LAGARDE,FRAFRA,13.29,0.142,110 m H,Final,M,2016
5,3045,Devon ALLEN,USAUSA,13.31,0.135,110 m H,Final,M,2016
6,2194,Johnathan CABRAL,CANCAN,13.4,0.146,110 m H,Final,M,2016
7,2296,Milan TRAJKOVIC,CYPCYP,13.41,0.136,110 m H,Final,M,2016
,3047,Ronnie ASH,USAUSA,DQ R 168.7b,0.16,110 m H,Final,M,2016
1,,Aleen BAILEY,JAMJAM,11.20 Q,0.232,100 m,Heats,F,2004
2,,Véronique MANG,FRAFRA,11.24 Q,0.186,100 m,Heats,F,2004
3,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.30 Q,0.189,100 m,Heats,F,2004
4,,Mercy NKU,NGRNGR,11.37 q,0.164,100 m,Heats,F,2004
5,,Liliana ALLEN,MEXMEX,11.42 q,0.154,100 m,Heats,F,2004
6,,Geraldine PILLAY,RSARSA,11.44,0.178,100 m,Heats,F,2004
7,,Tit Linda SOU,CAMCAM,13.47,0.235,100 m,Heats,F,2004
8,,Katura MARAE,VANVAN,13.49,,100 m,Heats,F,2004
1,,Yuliya NESTSIARENKA,BLRBLR,10.94 Q,0.24,100 m,Heats,F,2004
2,,Merlene OTTEY,SLOSLO,11.14 Q,0.195,100 m,Heats,F,2004
3,,Larisa KRUGLOVA,RUSRUS,11.23 Q,0.207,100 m,Heats,F,2004
4,,Guzel KHUBBIEVA,UZBUZB,11.31 q,0.153,100 m,Heats,F,2004
5,,Rakia AL-GASSRA,BRNBRN,11.49,0.25,100 m,Heats,F,2004
6,,Winneth DUBE,ZIMZIM,11.56,0.211,100 m,Heats,F,2004
7,,Evangeleen IKELAP,FSMFSM,13.5,0.221,100 m,Heats,F,2004
8,,Danah AL NASRALLAH,KUWKUW,13.92,,100 m,Heats,F,2004
1,,Lauryn WILLIAMS,USAUSA,11.16 Q,0.247,100 m,Heats,F,2004
2,,Irina KHABAROVA,RUSRUS,11.32 Q,0.154,100 m,Heats,F,2004
3,,Fana ASHBY,TTOTTO,11.43 Q,0.177,100 m,Heats,F,2004
4,,Affoué Amandine ALLOU,CIVCIV,11.46,0.182,100 m,Heats,F,2004
5,,Melisa MURILLO,COLCOL,11.67,0.185,100 m,Heats,F,2004
6,,Elena BOBROVSKAYA,KGZKGZ,11.76,0.18,100 m,Heats,F,2004
7,,Ngerak FLORENCIO,PLWPLW,12.76,0.222,100 m,Heats,F,2004
8,,Aminata KAMISSOKO,MTNMTN,13.49,0.179,100 m,Heats,F,2004
1,,Yuliya TABAKOVA,RUSRUS,11.22 Q,0.217,100 m,Heats,F,2004
2,,Sherone SIMPSON,JAMJAM,11.27 Q,0.173,100 m,Heats,F,2004
3,,Chandra STURRUP,BAHBAH,11.37 Q,0.138,100 m,Heats,F,2004
4,,Bettina MÜLLER-WEISSINA,AUTAUT,11.39 q,0.162,100 m,Heats,F,2004
5,,Johanna MANNINEN,FINFIN,11.45,0.157,100 m,Heats,F,2004
6,,Sina SCHIELKE,GERGER,11.46,0.194,100 m,Heats,F,2004
7,,Kaitinano MWEMWEATA,KIRKIR,13.07,0.257,100 m,Heats,F,2004
8,,Philaylack SACKPRASEUTH,LAOLAO,13.42,,100 m,Heats,F,2004
1,,LaTasha COLANDER,USAUSA,11.31 Q,0.178,100 m,Heats,F,2004
2,,Endurance OJOKOLO,NGRNGR,11.36 Q,0.203,100 m,Heats,F,2004
3,,Natasha MAYERS,VINVIN,11.45 Q,0.158,100 m,Heats,F,2004
4,,Tetyana TKALICH,UKRUKR,11.58,0.21,100 m,Heats,F,2004
5,,Basma AL-ESHOSH,JORJOR,12.09,0.199,100 m,Heats,F,2004
6,,Aleksandra VOJNESKA,MKDMKD,12.15,0.193,100 m,Heats,F,2004
7,,Xuemei LI,CHNCHN,12.21,0.19,100 m,Heats,F,2004
8,,Jenny KENI,SOLSOL,12.76,,100 m,Heats,F,2004
1,,Veronica CAMPBELL-BROWN,JAMJAM,11.17 Q,0.166,100 m,Heats,F,2004
2,,Gail DEVERS,USAUSA,11.29 Q,0.215,100 m,Heats,F,2004
3,,LaVerne JONES-FERRETTE,ISVISV,11.38 q,0.246,100 m,Heats,F,2004
4,,Agné EGGERTH,LTULTU,11.44,0.177,100 m,Heats,F,2004
5,,Heather SAMUEL,ANTANT,12.05,0.158,100 m,Heats,F,2004
6,,Robina MUQIMYAR,AFGAFG,14.14,0.241,100 m,Heats,F,2004
7,,Fartun ABUKAR OMAR,SOMSOM,14.29,,100 m,Heats,F,2004
,,Zhanna BLOCK,UKRUKR,DQ,0.186,100 m,Heats,F,2004
1,,Vida ANIM,GHAGHA,11.14 Q,0.174,100 m,Heats,F,2004
1,,Christine ARRON,FRAFRA,11.14 Q,0.172,100 m,Heats,F,2004
3,,Kim GEVAERT,BELBEL,11.18 Q,0.148,100 m,Heats,F,2004
4,,Karin MAYR-KRIFKA,AUTAUT,11.40 q,0.165,100 m,Heats,F,2004
5,,Rosemar Maria NETO,BRABRA,11.43 q,0.237,100 m,Heats,F,2004
6,,Mae KOIME,PNGPNG,12,0.195,100 m,Heats,F,2004
7,,Hawanatu BANGURA,SLESLE,12.11,0.176,100 m,Heats,F,2004
8,,Alaa JASSIM,IRQIRQ,12.7,,100 m,Heats,F,2004
1,,Ivet LALOVA-COLLIO,BULBUL,11.16 Q,0.159,100 m,Heats,F,2004
2,,Abiodun OYEPITAN,GBRGBR,11.23 Q,0.181,100 m,Heats,F,2004
3,,Lyubov PEREPELOVA,UZBUZB,11.30 Q,0.208,100 m,Heats,F,2004
4,,Delphine ATANGANA,CMRCMR,11.40 q,0.166,100 m,Heats,F,2004
5,,Viktoriya KOVIYREVA,KAZKAZ,11.62,0.207,100 m,Heats,F,2004
6,,Marine GHAZARYAN,ARMARM,12.29,0.177,100 m,Heats,F,2004
7,,Carol MOKOLA,ZAMZAM,12.35,0.21,100 m,Heats,F,2004
1,,Christine ARRON,FRAFRA,11.10 Q,0.192,100 m,Quarter,F,2004
2,,Veronica CAMPBELL-BROWN,JAMJAM,11.18 Q,0.212,100 m,Quarter,F,2004
3,,Abiodun OYEPITAN,GBRGBR,11.28 Q,0.198,100 m,Quarter,F,2004
4,,Gail DEVERS,USAUSA,11.31 q,0.207,100 m,Quarter,F,2004
5,,Irina KHABAROVA,RUSRUS,11.32,0.189,100 m,Quarter,F,2004
6,,LaVerne JONES-FERRETTE,ISVISV,11.44,0.249,100 m,Quarter,F,2004
7,,Chandra STURRUP,BAHBAH,11.46,0.185,100 m,Quarter,F,2004
8,,Delphine ATANGANA,CMRCMR,11.6,0.189,100 m,Quarter,F,2004
1,,Lauryn WILLIAMS,USAUSA,11.03 Q,0.214,100 m,Quarter,F,2004
2,,Ivet LALOVA-COLLIO,BULBUL,11.09 Q,0.162,100 m,Quarter,F,2004
3,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.16 Q,0.188,100 m,Quarter,F,2004
4,,Lyubov PEREPELOVA,UZBUZB,11.26 q,0.212,100 m,Quarter,F,2004
5,,Véronique MANG,FRAFRA,11.39,0.186,100 m,Quarter,F,2004
6,,Bettina MÜLLER-WEISSINA,AUTAUT,11.5,0.19,100 m,Quarter,F,2004
7,,Karin MAYR-KRIFKA,AUTAUT,11.55,0.196,100 m,Quarter,F,2004
,,Zhanna BLOCK,UKRUKR,DQ,0.203,100 m,Quarter,F,2004
1,,Sherone SIMPSON,JAMJAM,11.09 Q,0.157,100 m,Quarter,F,2004
2,,Aleen BAILEY,JAMJAM,11.12 Q,0.22,100 m,Quarter,F,2004
3,,Merlene OTTEY,SLOSLO,11.24 Q,0.179,100 m,Quarter,F,2004
4,,Larisa KRUGLOVA,RUSRUS,11.36,0.196,100 m,Quarter,F,2004
5,,Mercy NKU,NGRNGR,11.39,0.154,100 m,Quarter,F,2004
6,,Liliana ALLEN,MEXMEX,11.52,0.175,100 m,Quarter,F,2004
7,,Fana ASHBY,TTOTTO,11.54,0.178,100 m,Quarter,F,2004
,,Vida ANIM,GHAGHA,DNF,0.175,100 m,Quarter,F,2004
1,,Yuliya NESTSIARENKA,BLRBLR,10.99 Q,0.206,100 m,Quarter,F,2004
2,,Kim GEVAERT,BELBEL,11.17 Q,0.155,100 m,Quarter,F,2004
3,,LaTasha COLANDER,USAUSA,11.20 Q,0.176,100 m,Quarter,F,2004
4,,Yuliya TABAKOVA,RUSRUS,11.25 q,0.204,100 m,Quarter,F,2004
5,,Endurance OJOKOLO,NGRNGR,11.35,0.171,100 m,Quarter,F,2004
6,,Guzel KHUBBIEVA,UZBUZB,11.35,0.147,100 m,Quarter,F,2004
7,,Rosemar Maria NETO,BRABRA,11.45,0.194,100 m,Quarter,F,2004
,,Natasha MAYERS,VINVIN,DNS,,100 m,Quarter,F,2004
1,,Yuliya NESTSIARENKA,BLRBLR,10.92 Q,0.167,100 m,Semi,F,2004
2,,Veronica CAMPBELL-BROWN,JAMJAM,10.93 Q,0.165,100 m,Semi,F,2004
3,,Ivet LALOVA,BULBUL,11.04 Q,0.155,100 m,Semi,F,2004
4,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.04 Q,0.168,100 m,Semi,F,2004
5,,Abiodun OYEPITAN,GBRGBR,11.18,0.14,100 m,Semi,F,2004
6,,Christine ARRON,FRAFRA,11.21,0.175,100 m,Semi,F,2004
7,,Gail DEVERS,USAUSA,11.22,0.165,100 m,Semi,F,2004
8,,Yuliya TABAKOVA,RUSRUS,11.25,0.179,100 m,Semi,F,2004
1,,Lauryn WILLIAMS,USAUSA,11.01 Q,0.205,100 m,Semi,F,2004
2,,Sherone SIMPSON,JAMJAM,11.03 Q,0.154,100 m,Semi,F,2004
3,,Aleen BAILEY,JAMJAM,11.13 Q,0.206,100 m,Semi,F,2004
4,,LaTasha COLANDER,USAUSA,11.18 Q,0.181,100 m,Semi,F,2004
5,,Merlene OTTEY,SLOSLO,11.21,0.165,100 m,Semi,F,2004
6,,Kim GEVAERT,BELBEL,11.4,0.159,100 m,Semi,F,2004
7,,Lyubov PEREPELOVA,UZBUZB,11.4,0.2,100 m,Semi,F,2004
,,Zhanna BLOCK,UKRUKR,DQ,0.158,100 m,Semi,F,2004
1,,Yuliya NESTSIARENKA,BLRBLR,10.93,0.186,100 m,Final,F,2004
2,,Lauryn WILLIAMS,USAUSA,10.96,0.212,100 m,Final,F,2004
3,,Veronica CAMPBELL-BROWN,JAMJAM,10.97,0.199,100 m,Final,F,2004
4,,Ivet LALOVA,BULBUL,11,0.154,100 m,Final,F,2004
5,,Aleen BAILEY,JAMJAM,11.05,0.208,100 m,Final,F,2004
6,,Sherone SIMPSON,JAMJAM,11.07,0.164,100 m,Final,F,2004
7,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.16,0.177,100 m,Final,F,2004
8,,LaTasha COLANDER,USAUSA,11.18,0.183,100 m,Final,F,2004
1,,Frank FREDERICKS,NAMNAM,10.12 Q,0.152,100 m,Heats,M,2004
2,,Uchenna EMEDOLU,NGRNGR,10.22 Q,0.222,100 m,Heats,M,2004
3,,Shingo SUETSUGU,JPNJPN,10.27 Q,0.174,100 m,Heats,M,2004
4,,Darren CAMPBELL,GBRGBR,10.35,0.159,100 m,Heats,M,2004
5,,Haijian CHEN,CHNCHN,10.45,0.181,100 m,Heats,M,2004
6,,Eric NKANSAH,GHAGHA,10.54,0.16,100 m,Heats,M,2004
7,,Seng Song POH,SGPSGP,10.75,0.16,100 m,Heats,M,2004
8,,Yazaldes NASCIMENTO,STPSTP,11,0.185,100 m,Heats,M,2004
1,,Mark LEWIS-FRANCIS,GBRGBR,10.13 Q,0.149,100 m,Heats,M,2004
2,,Aziz ZAKARI,GHAGHA,10.19 Q,0.188,100 m,Heats,M,2004
3,,Roland NÉMETH,HUNHUN,10.28 Q,0.137,100 m,Heats,M,2004
4,,Salem Mubarak AL-YAMI,KSAKSA,10.36,0.143,100 m,Heats,M,2004
5,,Darren GILFORD,MLTMLT,10.67,0.177,100 m,Heats,M,2004
6,,Khalil AL-HANAHNEH,JORJOR,10.76,0.172,100 m,Heats,M,2004
7,,Kakianako NARIKI,KIRKIR,11.62,0.183,100 m,Heats,M,2004
,,Marc BURNS,TTOTTO,DQ,,100 m,Heats,M,2004
1,,Justin GATLIN,USAUSA,10.07 Q,0.204,100 m,Heats,M,2004
2,,Kareem STREETE-THOMPSON,CAYCAY,10.15 Q,0.156,100 m,Heats,M,2004
3,,Leonard MYLES-MILLS,GHAGHA,10.21 Q,0.133,100 m,Heats,M,2004
4,,Vicente DE LIMA,BRABRA,10.23 q,0.169,100 m,Heats,M,2004
5,,Andrey EPISHIN,RUSRUS,10.29 q,0.146,100 m,Heats,M,2004
6,,Yeóryios THEODORÍDIS,GREGRE,10.32 q,0.141,100 m,Heats,M,2004
7,,Hadhari DJAFFAR,COMCOM,10.62,0.163,100 m,Heats,M,2004
8,,Sultan SAEED,MDVMDV,11.72,0.239,100 m,Heats,M,2004
,,Juan SAINFLEUR,DOMDOM,DNF,0.164,100 m,Heats,M,2004
1,,Shawn CRAWFORD,USAUSA,10.02 Q,0.184,100 m,Heats,M,2004
2,,Obadele THOMPSON,BARBAR,10.08 Q,0.141,100 m,Heats,M,2004
3,,Matic OSOVNIKAR,SLOSLO,10.15 Q,0.112,100 m,Heats,M,2004
4,,Idrissa SANOU,BURBUR,10.33 q,0.175,100 m,Heats,M,2004
5,,Diego FERREIRA,PARPAR,10.5,0.141,100 m,Heats,M,2004
6,,Pierre DE WINDT,ARUARU,11.02,0.234,100 m,Heats,M,2004
7,,Chaleunsouk AO UDOMPHANH,LAOLAO,11.3,0.202,100 m,Heats,M,2004
8,,Massoud AZIZI,AFGAFG,11.66,0.217,100 m,Heats,M,2004
,,Hristóforos HOÍDIS,GREGRE,DNS,,100 m,Heats,M,2004
1,,Francis OBIKWELU,PORPOR,10.09 Q,0.165,100 m,Heats,M,2004
2,,Ronald POGNON,FRAFRA,10.18 Q,0.15,100 m,Heats,M,2004
3,,Jaysuma SAIDY NDURE,GAMGAM,10.26 Q,0.157,100 m,Heats,M,2004
4,,Jarbas MASCARENHAS,BRABRA,10.34 q,0.147,100 m,Heats,M,2004
5,,Hiroyasu TSUCHIE,JPNJPN,10.37,0.182,100 m,Heats,M,2004
6,,Adrian DURANT,ISVISV,10.52,0.223,100 m,Heats,M,2004
7,,Nabie Foday FOFANA,GUIGUI,10.62,0.158,100 m,Heats,M,2004
8,,Harmon HARMON,COKCOK,11.22,0.173,100 m,Heats,M,2004
1,,Nobuharu ASAHARA,JPNJPN,10.33 Q,0.162,100 m,Heats,M,2004
2,,Lukasz CHYLA,POLPOL,10.35 Q,0.167,100 m,Heats,M,2004
3,,Eric Pacome N'DRI,CIVCIV,10.39 Q,0.147,100 m,Heats,M,2004
4,,Ato BOLDON,TTOTTO,10.41,0.155,100 m,Heats,M,2004
5,,Issa-Aimé NTHÉPÉ,FRAFRA,10.67,0.159,100 m,Heats,M,2004
6,,Gábor DOBOS,HUNHUN,10.68,0.131,100 m,Heats,M,2004
7,,John HOWARD,FSMFSM,10.85,0.195,100 m,Heats,M,2004
8,,Mohammad SHAMSUDDIN,BANBAN,11.13,0.173,100 m,Heats,M,2004
1,,Asafa POWELL,JAMJAM,10.06 Q,0.146,100 m,Heats,M,2004
2,,Jason GARDENER,GBRGBR,10.15 Q,0.155,100 m,Heats,M,2004
3,,Joshua ROSS,AUSAUS,10.24 Q,0.153,100 m,Heats,M,2004
4,,André DA SILVA,BRABRA,10.28 q,0.145,100 m,Heats,M,2004
5,,Pierre BROWNE,CANCAN,10.32 q,0.169,100 m,Heats,M,2004
6,,Lamin TUCKER,SLESLE,10.72,0.137,100 m,Heats,M,2004
7,,Kelsey NAKANELUA,ASAASA,11.25,0.16,100 m,Heats,M,2004
8,,Sopheak PHOUK,CAMCAM,11.56,0.225,100 m,Heats,M,2004
,,Djikoloum MOBELE,CHACHA,DNS,,100 m,Heats,M,2004
1,,Maurice GREENE,USAUSA,10.18 Q,0.142,100 m,Heats,M,2004
2,,Dwight THOMAS,JAMJAM,10.21 Q,0.135,100 m,Heats,M,2004
3,,Churandy MARTINA,AHOAHO,10.23 Q,0.152,100 m,Heats,M,2004
4,,Alexander KOSENKOW,GERGER,10.28 q,0.135,100 m,Heats,M,2004
5,,Prodromos KATSANTONIS,CYPCYP,10.5,0.179,100 m,Heats,M,2004
6,,Chiang Wai HUNG,HKGHKG,10.7,0.157,100 m,Heats,M,2004
7,,Francis MANIORU,SOLSOL,11.05,0.143,100 m,Heats,M,2004
8,,Teymur GASIMOV,AZEAZE,11.17,0.179,100 m,Heats,M,2004
9,,Filipo MULLER,TGATGA,11.18,0.181,100 m,Heats,M,2004
1,,Deji ALIU,NGRNGR,10.39 Q,0.191,100 m,Heats,M,2004
2,,Nicolas MACROZONARIS,CANCAN,10.40 Q,0.153,100 m,Heats,M,2004
3,,Gennadiy CHERNOVOL,KAZKAZ,10.43 Q,0.145,100 m,Heats,M,2004
4,,Souhalia ALAMOU,BENBEN,10.48,0.167,100 m,Heats,M,2004
5,,Christie VAN WYK,NAMNAM,10.49,0.148,100 m,Heats,M,2004
6,,Daniel BAILEY,ANTANT,10.51,0.154,100 m,Heats,M,2004
7,,Gian Nicola BERARDI,SMRSMR,10.76,0.143,100 m,Heats,M,2004
8,,Carlos ABAUNZA,NCANCA,11.17,0.173,100 m,Heats,M,2004
1,,Kim COLLINS,SKNSKN,10.11 Q,0.154,100 m,Heats,M,2004
2,,Michael FRATER,JAMJAM,10.20 Q,0.161,100 m,Heats,M,2004
3,,Niconnor ALEXANDER,TTOTTO,10.22 Q,0.139,100 m,Heats,M,2004
4,,Simone COLLIO,ITAITA,10.27 q,0.151,100 m,Heats,M,2004
5,,Eddy DE LEPINE,FRAFRA,10.27 q,0.192,100 m,Heats,M,2004
6,,Xavier JAMES,BERBER,10.4,0.147,100 m,Heats,M,2004
7,,Sébastien GATTUSO,MONMON,10.58,0.152,100 m,Heats,M,2004
8,,Wilfried BINGANGOYE,GABGAB,10.76,0.206,100 m,Heats,M,2004
1,,Francis OBIKWELU,PORPOR,9.93 Q,0.165,100 m,Quarter,M,2004
2,,Dwight THOMAS,JAMJAM,10.12 Q,0.149,100 m,Quarter,M,2004
2,,Mark LEWIS-FRANCIS,GBRGBR,10.12 Q,0.162,100 m,Quarter,M,2004
4,,Ronald POGNON,FRAFRA,10.15 q,0.166,100 m,Quarter,M,2004
5,,Shingo SUETSUGU,JPNJPN,10.19,0.15,100 m,Quarter,M,2004
6,,Pierre BROWNE,CANCAN,10.21,0.15,100 m,Quarter,M,2004
7,,Churandy MARTINA,AHOAHO,10.24,0.152,100 m,Quarter,M,2004
8,,André DA SILVA,BRABRA,10.34,0.136,100 m,Quarter,M,2004
1,,Shawn CRAWFORD,USAUSA,9.89 Q,0.167,100 m,Quarter,M,2004
2,,Obadele THOMPSON,BARBAR,10.12 Q,0.156,100 m,Quarter,M,2004
3,,Vicente DE LIMA,BRABRA,10.26 Q,0.158,100 m,Quarter,M,2004
4,,Matic OSOVNIKAR,SLOSLO,10.26,0.168,100 m,Quarter,M,2004
5,,Deji ALIU,NGRNGR,10.26,0.185,100 m,Quarter,M,2004
6,,Nicolas MACROZONARIS,CANCAN,10.28,0.161,100 m,Quarter,M,2004
7,,Gennadiy CHERNOVOL,KAZKAZ,10.42,0.154,100 m,Quarter,M,2004
8,,Idrissa SANOU,BURBUR,10.43,0.178,100 m,Quarter,M,2004
1,,Justin GATLIN,USAUSA,9.96 Q,0.178,100 m,Quarter,M,2004
2,,Jason GARDENER,GBRGBR,10.15 Q,0.146,100 m,Quarter,M,2004
3,,Uchenna EMEDOLU,NGRNGR,10.15 Q,0.162,100 m,Quarter,M,2004
4,,Nobuharu ASAHARA,JPNJPN,10.24,0.151,100 m,Quarter,M,2004
5,,Yeóryios THEODORÍDIS,GREGRE,10.36,0.141,100 m,Quarter,M,2004
6,,Roland NÉMETH,HUNHUN,10.38,0.151,100 m,Quarter,M,2004
7,,Niconnor ALEXANDER,TTOTTO,10.48,0.148,100 m,Quarter,M,2004
,,Eddy DE LEPINE,FRAFRA,DNS,,100 m,Quarter,M,2004
1,,Aziz ZAKARI,GHAGHA,10.02 Q,0.175,100 m,Quarter,M,2004
2,,Kim COLLINS,SKNSKN,10.05 Q,0.152,100 m,Quarter,M,2004
3,,Michael FRATER,JAMJAM,10.11 Q,0.152,100 m,Quarter,M,2004
4,,Frank FREDERICKS,NAMNAM,10.17,0.142,100 m,Quarter,M,2004
5,,Joshua ROSS,AUSAUS,10.22,0.163,100 m,Quarter,M,2004
6,,Alexander KOSENKOW,GERGER,10.24,0.113,100 m,Quarter,M,2004
7,,Andrey EPISHIN,RUSRUS,10.29,0.164,100 m,Quarter,M,2004
8,,Jaysuma SAIDY NDURE,GAMGAM,10.39,0.184,100 m,Quarter,M,2004
1,,Maurice GREENE,USAUSA,9.93 Q,0.117,100 m,Quarter,M,2004
2,,Asafa POWELL,JAMJAM,9.99 Q,0.142,100 m,Quarter,M,2004
3,,Leonard MYLES-MILLS,GHAGHA,10.18 Q,0.145,100 m,Quarter,M,2004
4,,Lukasz CHYLA,POLPOL,10.23,0.167,100 m,Quarter,M,2004
5,,Kareem STREETE-THOMPSON,CAYCAY,10.24,0.162,100 m,Quarter,M,2004
6,,Simone COLLIO,ITAITA,10.29,0.135,100 m,Quarter,M,2004
7,,Jarbas MASCARENHAS,BRABRA,10.3,0.134,100 m,Quarter,M,2004
8,,Eric Pacome N'DRI,CIVCIV,10.32,0.137,100 m,Quarter,M,2004
1,,Shawn CRAWFORD,USAUSA,10.07 Q,0.173,100 m,Semi,M,2004
2,,Justin GATLIN,USAUSA,10.09 Q,0.191,100 m,Semi,M,2004
3,,Aziz ZAKARI,GHAGHA,10.11 Q,0.155,100 m,Semi,M,2004
4,,Obadele THOMPSON,BARBAR,10.22 Q,0.16,100 m,Semi,M,2004
5,,Mark LEWIS-FRANCIS,GBRGBR,10.28,0.163,100 m,Semi,M,2004
6,,Michael FRATER,JAMJAM,10.29,0.146,100 m,Semi,M,2004
7,,Ronald POGNON,FRAFRA,10.32,0.144,100 m,Semi,M,2004
8,,Uchenna EMEDOLU,NGRNGR,10.35,0.188,100 m,Semi,M,2004
1,,Asafa POWELL,JAMJAM,9.95 Q,0.158,100 m,Semi,M,2004
2,,Francis OBIKWELU,PORPOR,9.97 Q,0.181,100 m,Semi,M,2004
3,,Maurice GREENE,USAUSA,9.97 Q,0.125,100 m,Semi,M,2004
4,,Kim COLLINS,SKNSKN,10.02 Q,0.15,100 m,Semi,M,2004
5,,Jason GARDENER,GBRGBR,10.12,0.147,100 m,Semi,M,2004
6,,Leonard MYLES-MILLS,GHAGHA,10.22,0.139,100 m,Semi,M,2004
7,,Dwight THOMAS,JAMJAM,10.28,0.156,100 m,Semi,M,2004
8,,Vicente DE LIMA,BRABRA,10.28,0.163,100 m,Semi,M,2004
1,,Justin GATLIN,USAUSA,9.85,0.188,100 m,Final,M,2004
2,,Francis OBIKWELU,PORPOR,9.86,0.163,100 m,Final,M,2004
3,,Maurice GREENE,USAUSA,9.87,0.151,100 m,Final,M,2004
4,,Shawn CRAWFORD,USAUSA,9.89,0.161,100 m,Final,M,2004
5,,Asafa POWELL,JAMJAM,9.94,0.166,100 m,Final,M,2004
6,,Kim COLLINS,SKNSKN,10,0.175,100 m,Final,M,2004
7,,Obadele THOMPSON,BARBAR,10.1,0.164,100 m,Final,M,2004
,,Aziz ZAKARI,GHAGHA,DNF,0.178,100 m,Final,M,2004
1,,Melissa MORRISON-HOWARD,USAUSA,12.76 Q,0.154,100 m H,Heats,F,2004
2,,Delloreen ENNIS-LONDON,JAMJAM,12.77 Q,0.157,100 m H,Heats,F,2004
3,,Nadine FAUSTIN-PARKER,HAIHAI,12.94 q,0.191,100 m H,Heats,F,2004
4,,Aliuska LÓPEZ,ESPESP,13.21,0.21,100 m H,Heats,F,2004
5,,Anay TEJEDA,CUBCUB,13.24,0.157,100 m H,Heats,F,2004
6,,Juliane SPRENGER-AFFLERBACH,GERGER,13.28,0.202,100 m H,Heats,F,2004
7,,Irina LENSKIY,ISRISR,13.75,0.248,100 m H,Heats,F,2004
8,,Céline LAPORTE,SEYSEY,13.92,0.172,100 m H,Heats,F,2004
1,,Brigitte FOSTER-HYLTON,JAMJAM,12.83 Q,0.154,100 m H,Heats,F,2004
2,,Glory ALOZIE,ESPESP,12.92 Q,0.279,100 m H,Heats,F,2004
3,,Angela WHYTE,CANCAN,13.01 q,0.245,100 m H,Heats,F,2004
4,,Linda FERGA-KHODADIN,FRAFRA,13.02,0.279,100 m H,Heats,F,2004
5,,Jenny KALLUR,SWESWE,13.11,0.233,100 m H,Heats,F,2004
6,,Nadine HENTSCHKE,GERGER,13.36,0.176,100 m H,Heats,F,2004
7,,Rosa RAKOTOZAFY,MADMAD,13.67,0.179,100 m H,Heats,F,2004
8,,Trecia ROBERTS,THATHA,13.8,0.252,100 m H,Heats,F,2004
1,,Mariya KOROTEYEVA,RUSRUS,12.72 Q,0.194,100 m H,Heats,F,2004
2,,Perdita FELICIEN,CANCAN,12.73 Q,0.173,100 m H,Heats,F,2004
3,,Lacena GOLDING-CLARKE,JAMJAM,12.86 q,0.165,100 m H,Heats,F,2004
4,,Susanna KALLUR,SWESWE,12.89 q,0.242,100 m H,Heats,F,2004
5,,Flóra REDOÚMI,GREGRE,13.14,0.184,100 m H,Heats,F,2004
6,,Maíla MACHADO,BRABRA,13.35,0.226,100 m H,Heats,F,2004
7,,Yiping SU,CHNCHN,13.53,0.23,100 m H,Heats,F,2004
1,,Joanna HAYES,USAUSA,12.71 Q,0.175,100 m H,Heats,F,2004
2,,Natalia RUSAKOVA,RUSRUS,12.90 Q,0.201,100 m H,Heats,F,2004
3,,Aurelia TRYWIANSKA-KOLLASCH,POLPOL,13.01,0.184,100 m H,Heats,F,2004
4,,Nicole RAMALALANIRINA,FRAFRA,13.07,0.185,100 m H,Heats,F,2004
5,,Priscilla LOPES-SCHLIEP,CANCAN,13.08,0.205,100 m H,Heats,F,2004
6,,Sarah CLAXTON,GBRGBR,13.14,0.241,100 m H,Heats,F,2004
7,,Derval O'ROURKE,IRLIRL,13.46,0.198,100 m H,Heats,F,2004
8,,Maria-Joelle CONJUNGO,CAFCAF,14.24,0.183,100 m H,Heats,F,2004
1,,Reïna-Flor OKORI,FRAFRA,12.81 Q,0.186,100 m H,Heats,F,2004
2,,Irina SHEVCHENKO,RUSRUS,12.82 Q,0.18,100 m H,Heats,F,2004
3,,Olena KRASOVSKA,UKRUKR,12.84 q,0.201,100 m H,Heats,F,2004
4,,Kirsten BOLM,GERGER,12.85 q,0.17,100 m H,Heats,F,2004
5,,Lucie ŠKROBÁKOVÁ,CZECZE,13.51,0.189,100 m H,Heats,F,2004
,,Gail DEVERS,USAUSA,DNF,0.17,100 m H,Heats,F,2004
,,Svetla PISHTIKOVA,BULBUL,DNS,,100 m H,Heats,F,2004
